emp_no,dept_no,from_date,to_date
59849,d001,1989-05-08,9999-01-01
59869,d001,1987-09-25,9999-01-01
59895,d001,1999-04-12,1999-07-18
59911,d001,1993-01-05,9999-01-01
59963,d001,2000-09-24,9999-01-01
59981,d001,2001-03-02,9999-01-01
60003,d001,1988-06-03,1992-11-20
60016,d001,1991-05-11,9999-01-01
60046,d001,1995-12-13,1998-11-17
60050,d001,1994-01-24,9999-01-01
60060,d001,1997-01-03,9999-01-01
60061,d001,1996-03-18,9999-01-01
60065,d001,2001-09-14,9999-01-01
60084,d001,2001-04-16,9999-01-01
60099,d001,1988-09-20,9999-01-01
60104,d001,1987-04-22,9999-01-01
60117,d001,1997-12-02,9999-01-01
60133,d001,1993-02-26,9999-01-01
60139,d001,1989-11-22,9999-01-01
60143,d001,1997-12-09,2000-02-26
60144,d001,1989-09-04,9999-01-01
60168,d001,1991-07-11,9999-01-01
60189,d001,1991-03-04,9999-01-01
60197,d001,1985-02-22,9999-01-01
60233,d001,1990-10-20,9999-01-01
60238,d001,1999-02-19,9999-01-01
60246,d001,1989-11-25,9999-01-01
60249,d001,1994-01-12,9999-01-01
60295,d001,1989-06-06,9999-01-01
60304,d001,1991-03-09,1994-04-13
60321,d001,1985-06-03,9999-01-01
60351,d001,1996-08-24,1997-07-07
60360,d001,2001-08-09,9999-01-01
60373,d001,1992-10-05,9999-01-01
60377,d001,1990-02-13,9999-01-01
60388,d001,1988-02-22,1991-12-04
60391,d001,1994-02-11,9999-01-01
60393,d001,1996-05-02,1996-06-11
60405,d001,1999-10-20,9999-01-01
60464,d001,1995-05-06,9999-01-01
60473,d001,2002-04-22,9999-01-01
60505,d001,1988-02-09,9999-01-01
60509,d001,1998-08-01,9999-01-01
60513,d001,2000-01-05,2000-06-13
60526,d001,1993-02-01,9999-01-01
60564,d001,1994-09-20,9999-01-01
60567,d001,1998-07-30,9999-01-01
60589,d001,1987-08-09,9999-01-01
60609,d001,1993-01-07,9999-01-01
60623,d001,1985-10-31,9999-01-01
60633,d001,1988-09-11,9999-01-01
60663,d001,1997-01-27,9999-01-01
60728,d001,1993-01-03,9999-01-01
60744,d001,1999-08-30,9999-01-01
60754,d001,1989-05-04,9999-01-01
60769,d001,1988-10-24,1998-01-26
60770,d001,1990-04-30,1991-04-24
60778,d001,2000-01-09,9999-01-01
60779,d001,1994-04-29,9999-01-01
60795,d001,1988-05-07,9999-01-01
60828,d001,1992-09-18,9999-01-01
60867,d001,2000-03-29,2002-02-15
60880,d001,1988-08-18,9999-01-01
60900,d001,1998-03-09,9999-01-01
60914,d001,1992-05-08,9999-01-01
60922,d001,1995-11-30,1999-05-30
60924,d001,1999-07-22,9999-01-01
60936,d001,1988-10-24,9999-01-01
60943,d001,1999-01-07,9999-01-01
60955,d001,1992-04-21,9999-01-01
60959,d001,1989-10-19,9999-01-01
60962,d001,1995-02-22,9999-01-01
60975,d001,1985-11-13,9999-01-01
60978,d001,1987-03-04,9999-01-01
61009,d001,1995-09-19,9999-01-01
61015,d001,1999-07-09,2001-09-12
61037,d001,1987-03-10,1993-10-17
61044,d001,1996-05-03,9999-01-01
61066,d001,1991-04-21,9999-01-01
61090,d001,1997-11-25,9999-01-01
61109,d001,1999-05-11,2000-03-25
61127,d001,1989-01-25,9999-01-01
61129,d001,1998-05-09,1998-06-24
61130,d001,2001-05-27,9999-01-01
61147,d001,1999-03-03,9999-01-01
61165,d001,1995-07-27,9999-01-01
61166,d001,1998-11-12,1999-02-11
61185,d001,1992-08-25,9999-01-01
61188,d001,1996-04-17,9999-01-01
61193,d001,1989-04-17,9999-01-01
61201,d001,1989-10-09,9999-01-01
61205,d001,1986-08-12,9999-01-01
61213,d001,1996-11-12,9999-01-01
61222,d001,1999-01-02,9999-01-01
61223,d001,1999-12-24,9999-01-01
61234,d001,1999-12-19,9999-01-01
61241,d001,1996-02-02,9999-01-01
61244,d001,2001-06-02,9999-01-01
61250,d001,1996-09-15,2001-10-30
61267,d001,1986-03-08,1990-11-16
61285,d001,1986-08-24,1995-08-22
61301,d001,1995-10-04,9999-01-01
61305,d001,1988-03-01,9999-01-01
61333,d001,1986-11-03,9999-01-01
61396,d001,1999-03-29,9999-01-01
61429,d001,1989-06-07,9999-01-01
61440,d001,2002-01-15,9999-01-01
61467,d001,1992-04-15,9999-01-01
61473,d001,1998-06-02,9999-01-01
61492,d001,1997-05-28,9999-01-01
61539,d001,1996-09-08,9999-01-01
61570,d001,1993-11-20,9999-01-01
61601,d001,1998-06-16,9999-01-01
61635,d001,1992-09-14,9999-01-01
61665,d001,1995-02-04,9999-01-01
61673,d001,1988-04-10,9999-01-01
61719,d001,2001-12-05,9999-01-01
61747,d001,1998-08-08,9999-01-01
61750,d001,1985-08-14,2001-05-15
61762,d001,1985-09-16,9999-01-01
61788,d001,1993-05-08,9999-01-01
61864,d001,1986-03-20,9999-01-01
61866,d001,1985-10-17,9999-01-01
61874,d001,1999-03-31,9999-01-01
61882,d001,1999-01-18,9999-01-01
61884,d001,1990-03-15,9999-01-01
61885,d001,1998-04-27,1999-06-11
61887,d001,1992-06-22,9999-01-01
61946,d001,1999-09-12,9999-01-01
61955,d001,1986-05-19,9999-01-01
61962,d001,1994-11-29,9999-01-01
61965,d001,1990-04-03,9999-01-01
61968,d001,1988-12-22,9999-01-01
61971,d001,1990-03-02,9999-01-01
61985,d001,1991-08-20,1997-10-19
61989,d001,1986-01-23,9999-01-01
62005,d001,1995-05-22,1995-07-30
62006,d001,1993-05-21,9999-01-01
62015,d001,1994-01-19,9999-01-01
62027,d001,1995-12-18,9999-01-01
62030,d001,1990-04-17,9999-01-01
62051,d001,1997-08-27,9999-01-01
62055,d001,1992-07-27,9999-01-01
62141,d001,1986-09-18,9999-01-01
62154,d001,1990-05-06,9999-01-01
62157,d001,1994-02-22,2002-02-15
62200,d001,1999-12-21,9999-01-01
62222,d001,1989-03-01,9999-01-01
62224,d001,1991-06-28,1996-01-26
62258,d001,1990-01-09,9999-01-01
62259,d001,1988-06-03,9999-01-01
62264,d001,1991-02-04,9999-01-01
62280,d001,1989-02-02,9999-01-01
62288,d001,1998-11-08,2002-07-17
62294,d001,1988-04-11,9999-01-01
62320,d001,1990-11-23,9999-01-01
62351,d001,1996-12-21,9999-01-01
62363,d001,1995-03-18,1998-01-25
62377,d001,1987-02-11,1998-07-10
62397,d001,1993-06-16,9999-01-01
62415,d001,1993-11-01,9999-01-01
62416,d001,1993-12-15,9999-01-01
62417,d001,1995-02-28,9999-01-01
62421,d001,1998-12-13,9999-01-01
62449,d001,2001-11-22,9999-01-01
62489,d001,2001-09-24,9999-01-01
62546,d001,1994-04-29,9999-01-01
62559,d001,1991-03-28,9999-01-01
62576,d001,1987-03-09,9999-01-01
62588,d001,1991-07-31,9999-01-01
62601,d001,1995-12-03,9999-01-01
62689,d001,1998-08-19,9999-01-01
62725,d001,1996-03-22,1997-03-16
62759,d001,1987-11-06,9999-01-01
62797,d001,2002-03-09,9999-01-01
62806,d001,1991-06-12,9999-01-01
62807,d001,1997-01-07,9999-01-01
62815,d001,1985-11-17,1986-08-19
62816,d001,1997-09-17,9999-01-01
62845,d001,1999-08-06,9999-01-01
62864,d001,1994-07-07,9999-01-01
62870,d001,1998-02-26,9999-01-01
62877,d001,1989-02-03,9999-01-01
62886,d001,1996-04-12,9999-01-01
62896,d001,1992-12-05,9999-01-01
62899,d001,1990-05-09,9999-01-01
62907,d001,1988-06-30,9999-01-01
62914,d001,1987-05-30,1988-03-14
62917,d001,1989-03-18,9999-01-01
62924,d001,1996-05-28,1998-03-20
62933,d001,1997-12-22,9999-01-01
62935,d001,1990-04-20,9999-01-01
62937,d001,1999-06-06,9999-01-01
62945,d001,1993-05-31,9999-01-01
63009,d001,1997-12-25,9999-01-01
63010,d001,1987-06-10,9999-01-01
63025,d001,1992-05-21,9999-01-01
63030,d001,1992-07-13,9999-01-01
63051,d001,1999-04-04,9999-01-01
63079,d001,2000-07-21,9999-01-01
63084,d001,1994-11-21,9999-01-01
63089,d001,1988-11-09,9999-01-01
63108,d001,1992-11-14,9999-01-01
63110,d001,1993-01-15,9999-01-01
63126,d001,1985-08-04,1986-09-22
63136,d001,1995-08-05,9999-01-01
63139,d001,1985-02-16,9999-01-01
63146,d001,1995-12-15,9999-01-01
63150,d001,1988-10-06,9999-01-01
63158,d001,1993-11-22,9999-01-01
63219,d001,1991-03-02,9999-01-01
63229,d001,1997-03-25,9999-01-01
63236,d001,1990-03-28,9999-01-01
63240,d001,1998-08-31,1999-12-11
63251,d001,2000-06-25,9999-01-01
63286,d001,1988-11-17,2002-02-27
63288,d001,1999-07-09,9999-01-01
63291,d001,1985-03-01,9999-01-01
63320,d001,1992-04-03,2000-04-13
63323,d001,1992-02-07,1996-10-28
63336,d001,1992-09-07,9999-01-01
63344,d001,1997-05-07,9999-01-01
63352,d001,1990-04-03,2001-12-15
63354,d001,1991-04-10,9999-01-01
63395,d001,1987-07-10,9999-01-01
63400,d001,1989-12-09,9999-01-01
63401,d001,1998-01-23,9999-01-01
63429,d001,1988-06-27,9999-01-01
63443,d001,2000-02-05,9999-01-01
63445,d001,1997-05-15,9999-01-01
63457,d001,1990-07-21,9999-01-01
63465,d001,1998-07-29,2000-02-07
63491,d001,1988-10-09,9999-01-01
63527,d001,1999-03-14,9999-01-01
63535,d001,1999-02-10,9999-01-01
63539,d001,1996-07-10,9999-01-01
63552,d001,1990-08-25,9999-01-01
63576,d001,1986-11-10,9999-01-01
63585,d001,1993-05-25,9999-01-01
63593,d001,1998-06-13,2000-05-15
63594,d001,1994-03-12,9999-01-01
63618,d001,1996-06-01,9999-01-01
63623,d001,1992-12-01,9999-01-01
63648,d001,2001-03-05,9999-01-01
63665,d001,2000-01-19,9999-01-01
63671,d001,1986-07-12,9999-01-01
63701,d001,1986-06-27,1994-05-24
63708,d001,1987-02-04,9999-01-01
63746,d001,1994-03-01,9999-01-01
63796,d001,1996-03-20,1999-03-28
63803,d001,1994-06-07,9999-01-01
63846,d001,1997-11-22,9999-01-01
63863,d001,1994-05-20,9999-01-01
63880,d001,1999-09-28,9999-01-01
63881,d001,1990-01-17,1994-08-24
63896,d001,1987-02-08,9999-01-01
63903,d001,1997-01-02,1998-07-11
63936,d001,1997-03-08,9999-01-01
64027,d001,1987-07-07,9999-01-01
64029,d001,1999-01-08,9999-01-01
64037,d001,1995-05-05,9999-01-01
64074,d001,1987-09-25,9999-01-01
64088,d001,1994-10-19,9999-01-01
64107,d001,2001-11-22,9999-01-01
64146,d001,1994-02-23,9999-01-01
64149,d001,2000-09-02,9999-01-01
64153,d001,1997-12-01,9999-01-01
64158,d001,2002-07-24,9999-01-01
64166,d001,1989-04-29,9999-01-01
64179,d001,1999-10-16,9999-01-01
64192,d001,1993-04-29,9999-01-01
64260,d001,1989-06-03,9999-01-01
64285,d001,1999-04-17,2001-02-14
64298,d001,1992-02-29,9999-01-01
64319,d001,2000-05-15,9999-01-01
64363,d001,1992-06-16,9999-01-01
64379,d001,1997-06-21,1997-12-18
64410,d001,1990-10-13,9999-01-01
64437,d001,1996-11-21,9999-01-01
64448,d001,1994-11-30,9999-01-01
64525,d001,1990-07-20,9999-01-01
64536,d001,1997-08-08,9999-01-01
64549,d001,1990-10-15,1992-08-03
64557,d001,1997-06-25,9999-01-01
64575,d001,1985-08-19,9999-01-01
64577,d001,2001-07-16,9999-01-01
64584,d001,1999-07-09,2000-01-19
64621,d001,1992-11-12,9999-01-01
64625,d001,1989-08-07,9999-01-01
64648,d001,1995-04-21,9999-01-01
64655,d001,1986-06-27,9999-01-01
64663,d001,1994-10-30,9999-01-01
64713,d001,1990-03-25,9999-01-01
64721,d001,1990-04-24,9999-01-01
64735,d001,1998-11-14,9999-01-01
64755,d001,2000-06-26,9999-01-01
64762,d001,1994-11-11,2001-09-29
64766,d001,1997-03-11,9999-01-01
64770,d001,1994-06-29,9999-01-01
64834,d001,1995-07-04,9999-01-01
64856,d001,1999-09-12,9999-01-01
64860,d001,2000-04-06,9999-01-01
64910,d001,1994-03-14,9999-01-01
64911,d001,1987-11-19,9999-01-01
64913,d001,1997-05-06,9999-01-01
64916,d001,1996-09-30,9999-01-01
64933,d001,1985-12-07,9999-01-01
64943,d001,1992-05-03,9999-01-01
64953,d001,1999-06-27,9999-01-01
64989,d001,1985-06-25,1990-09-15
64990,d001,1996-10-26,9999-01-01
65005,d001,1999-08-22,9999-01-01
65034,d001,1993-11-17,9999-01-01
65036,d001,1987-06-06,2002-03-13
65044,d001,1998-01-05,9999-01-01
65091,d001,1990-05-07,2001-07-08
65103,d001,1994-09-20,9999-01-01
65113,d001,1995-07-23,9999-01-01
65118,d001,1988-06-18,1993-06-29
65154,d001,1992-02-21,9999-01-01
65161,d001,1989-10-21,9999-01-01
65189,d001,1996-03-19,9999-01-01
65190,d001,1991-07-05,9999-01-01
65230,d001,1985-12-03,9999-01-01
65298,d001,1990-09-03,9999-01-01
65311,d001,1985-08-01,9999-01-01
65324,d001,1996-05-15,9999-01-01
65330,d001,1993-04-03,1993-07-31
65332,d001,1988-07-10,9999-01-01
65337,d001,1999-08-21,9999-01-01
65346,d001,1993-11-28,2002-01-13
65393,d001,1986-08-26,9999-01-01
65408,d001,1994-08-30,1995-03-19
65422,d001,1987-03-08,9999-01-01
65425,d001,1997-01-06,1999-01-08
65443,d001,1994-08-20,9999-01-01
65444,d001,1989-12-26,9999-01-01
65449,d001,1986-08-30,9999-01-01
65492,d001,1999-04-12,2001-06-14
65501,d001,1997-05-03,1997-11-14
65515,d001,1998-04-23,9999-01-01
65536,d001,1992-02-20,9999-01-01
65545,d001,1995-06-07,9999-01-01
65560,d001,1990-12-09,1991-04-01
65579,d001,1997-10-27,9999-01-01
65591,d001,1990-03-01,9999-01-01
65599,d001,1988-02-09,9999-01-01
65654,d001,1992-09-09,9999-01-01
65656,d001,1992-06-08,1995-05-28
65665,d001,1996-06-28,9999-01-01
65666,d001,1998-12-18,9999-01-01
65674,d001,1985-12-15,9999-01-01
65730,d001,1989-08-18,9999-01-01
65747,d001,1995-05-19,9999-01-01
65768,d001,2001-02-25,9999-01-01
65787,d001,2002-03-09,9999-01-01
65805,d001,1993-09-13,9999-01-01
65821,d001,1992-04-17,2002-02-01
65832,d001,1985-08-17,9999-01-01
65834,d001,2001-03-15,9999-01-01
65869,d001,1987-01-06,9999-01-01
65876,d001,1993-04-06,9999-01-01
65915,d001,1995-07-03,9999-01-01
65934,d001,1993-07-25,9999-01-01
65954,d001,1991-05-11,9999-01-01
65966,d001,1990-04-19,9999-01-01
65969,d001,1990-08-22,9999-01-01
65974,d001,1994-07-30,9999-01-01
65993,d001,2002-05-25,9999-01-01
66011,d001,1997-02-15,9999-01-01
66026,d001,1990-10-02,9999-01-01
66032,d001,1991-11-23,9999-01-01
66039,d001,1998-08-20,9999-01-01
66051,d001,1997-02-25,1998-12-29
66134,d001,1990-08-15,9999-01-01
66147,d001,1989-04-04,1992-08-22
66148,d001,1986-05-03,9999-01-01
66156,d001,1997-09-18,9999-01-01
66176,d001,1996-02-19,9999-01-01
66185,d001,1985-04-18,9999-01-01
66209,d001,1999-11-21,9999-01-01
66216,d001,1993-11-30,9999-01-01
66217,d001,1986-10-28,9999-01-01
66222,d001,1992-05-28,9999-01-01
66229,d001,1997-01-28,9999-01-01
66234,d001,1986-12-12,9999-01-01
66241,d001,1991-09-10,1994-04-27
66249,d001,1997-02-16,9999-01-01
66287,d001,2001-03-18,9999-01-01
66314,d001,1988-01-06,9999-01-01
66322,d001,1997-12-12,9999-01-01
66329,d001,1986-03-09,1996-08-21
66350,d001,1990-05-18,9999-01-01
66401,d001,1997-07-22,1999-11-25
66410,d001,1995-09-14,9999-01-01
66430,d001,1990-06-21,1991-04-18
66439,d001,1992-07-25,9999-01-01
66448,d001,1995-07-11,9999-01-01
66462,d001,1993-04-23,9999-01-01
66513,d001,1992-04-06,1993-06-12
66519,d001,1987-08-11,9999-01-01
66532,d001,1985-08-28,9999-01-01
66537,d001,1993-05-04,9999-01-01
66546,d001,1996-12-06,9999-01-01
66548,d001,1996-07-22,1997-08-29
66551,d001,1993-06-02,9999-01-01
66575,d001,1989-08-16,9999-01-01
66578,d001,2002-05-25,9999-01-01
66583,d001,1987-03-02,9999-01-01
66584,d001,1993-04-23,9999-01-01
66605,d001,1993-07-28,9999-01-01
66622,d001,2000-01-08,9999-01-01
66637,d001,1985-08-14,9999-01-01
66657,d001,1997-03-12,9999-01-01
66666,d001,1992-11-24,9999-01-01
66687,d001,2001-01-26,9999-01-01
66719,d001,1993-02-04,1996-05-17
66757,d001,1999-04-10,9999-01-01
66773,d001,1986-09-13,9999-01-01
66787,d001,1989-09-21,9999-01-01
66816,d001,1996-10-27,9999-01-01
66821,d001,1990-09-12,9999-01-01
66853,d001,1987-05-02,9999-01-01
66876,d001,1999-12-06,2001-08-11
66881,d001,1989-11-08,9999-01-01
66906,d001,1992-06-04,9999-01-01
66913,d001,2002-06-11,9999-01-01
66945,d001,1994-08-30,9999-01-01
66963,d001,1995-08-27,9999-01-01
66977,d001,1996-07-14,9999-01-01
66983,d001,1996-11-15,9999-01-01
67030,d001,1990-05-15,9999-01-01
67036,d001,1993-05-09,9999-01-01
67057,d001,1990-09-16,9999-01-01
67073,d001,1987-12-12,9999-01-01
67078,d001,1998-08-13,9999-01-01
67128,d001,1991-03-18,9999-01-01
67130,d001,1997-06-08,9999-01-01
67155,d001,1993-07-25,1994-07-16
67246,d001,1991-08-01,1991-11-18
67308,d001,1994-07-13,9999-01-01
67310,d001,1996-12-23,9999-01-01
67320,d001,1987-05-10,9999-01-01
67322,d001,1997-02-07,9999-01-01
67347,d001,1990-08-21,9999-01-01
67368,d001,1992-12-25,9999-01-01
67382,d001,1993-12-11,1999-04-21
67383,d001,1988-03-18,1990-02-19
67429,d001,1997-02-17,2001-05-13
67450,d001,1985-10-17,9999-01-01
67455,d001,1986-06-21,9999-01-01
67457,d001,2000-11-06,9999-01-01
67466,d001,1997-07-13,9999-01-01
67490,d001,1986-03-18,9999-01-01
67527,d001,1997-09-16,9999-01-01
67555,d001,1988-01-05,1992-05-26
67607,d001,1997-01-25,9999-01-01
67614,d001,1995-01-06,1999-09-26
67652,d001,1994-08-21,9999-01-01
67654,d001,1999-05-24,1999-08-06
67659,d001,1996-05-08,2001-04-07
67671,d001,1993-05-16,9999-01-01
67678,d001,2001-11-03,9999-01-01
67700,d001,1994-07-18,9999-01-01
67708,d001,1995-04-24,9999-01-01
67717,d001,1997-11-29,9999-01-01
67728,d001,1993-11-15,9999-01-01
67734,d001,1993-04-07,1997-03-16
67753,d001,1990-07-18,9999-01-01
67766,d001,1985-04-08,9999-01-01
67770,d001,1990-11-14,9999-01-01
67776,d001,1997-01-11,9999-01-01
67787,d001,1989-10-14,9999-01-01
67837,d001,1999-06-27,9999-01-01
67878,d001,1997-03-30,1997-09-01
67884,d001,1987-01-02,1997-09-04
67911,d001,1990-10-26,1994-01-23
67953,d001,1985-09-25,9999-01-01
67956,d001,1993-03-16,1998-10-13
67979,d001,1993-10-28,9999-01-01
67987,d001,1998-09-26,9999-01-01
67996,d001,1999-07-29,9999-01-01
68025,d001,1988-08-27,9999-01-01
68031,d001,2000-03-02,9999-01-01
68051,d001,1999-09-21,9999-01-01
68083,d001,1994-12-11,9999-01-01
68096,d001,1988-09-21,9999-01-01
68134,d001,1986-03-24,9999-01-01
68190,d001,1994-06-07,9999-01-01
68210,d001,1998-12-17,9999-01-01
68211,d001,1986-08-24,9999-01-01
68239,d001,1999-09-09,9999-01-01
68245,d001,1986-12-14,9999-01-01
68288,d001,1999-12-17,9999-01-01
68298,d001,1997-01-17,9999-01-01
68302,d001,1991-04-07,9999-01-01
68331,d001,1988-06-26,9999-01-01
68352,d001,1999-12-09,9999-01-01
68372,d001,1997-01-17,9999-01-01
68375,d001,1999-09-27,2001-09-22
68384,d001,1997-03-06,9999-01-01
68415,d001,1993-08-09,9999-01-01
68417,d001,1996-08-29,9999-01-01
68429,d001,1990-06-08,9999-01-01
68469,d001,1990-06-05,9999-01-01
68487,d001,1994-01-28,9999-01-01
68514,d001,1987-03-19,9999-01-01
68538,d001,1991-11-22,9999-01-01
68556,d001,1990-03-03,9999-01-01
68565,d001,1996-03-12,9999-01-01
68599,d001,1999-12-16,9999-01-01
68620,d001,1998-04-10,1998-07-09
68622,d001,1988-04-17,2001-10-27
68637,d001,1999-08-13,9999-01-01
68646,d001,1998-02-06,9999-01-01
68655,d001,2001-07-12,2001-12-21
68659,d001,1999-08-24,9999-01-01
68664,d001,1990-07-27,9999-01-01
68667,d001,1995-06-25,9999-01-01
68676,d001,1998-09-17,9999-01-01
68720,d001,1998-08-12,9999-01-01
68759,d001,1999-07-17,9999-01-01
68762,d001,1993-07-06,9999-01-01
68840,d001,1987-12-23,9999-01-01
68857,d001,1998-05-08,2001-04-17
68883,d001,1995-10-16,9999-01-01
68888,d001,1989-12-08,9999-01-01
68891,d001,1994-05-06,9999-01-01
68896,d001,1991-06-26,9999-01-01
68910,d001,1996-12-30,9999-01-01
68921,d001,1996-01-04,9999-01-01
68958,d001,1998-05-29,9999-01-01
68961,d001,1997-09-10,9999-01-01
68966,d001,1992-05-14,9999-01-01
68988,d001,2002-01-06,9999-01-01
68991,d001,1996-04-10,9999-01-01
69006,d001,1994-04-12,9999-01-01
69022,d001,1996-07-17,9999-01-01
69044,d001,1999-03-12,9999-01-01
69045,d001,1998-01-29,9999-01-01
69083,d001,2001-06-07,9999-01-01
69084,d001,1985-07-06,9999-01-01
69087,d001,1988-02-01,1988-06-06
69104,d001,2001-12-23,9999-01-01
69126,d001,1987-06-09,9999-01-01
69135,d001,1995-03-26,9999-01-01
69172,d001,1989-11-05,1994-03-31
69188,d001,1996-01-28,1997-01-26
69205,d001,1990-01-23,9999-01-01
69211,d001,1989-05-01,9999-01-01
69219,d001,1994-11-19,9999-01-01
69229,d001,1994-04-30,1994-05-17
69231,d001,1995-10-01,9999-01-01
69234,d001,1992-03-17,9999-01-01
69288,d001,1994-05-15,9999-01-01
69380,d001,1993-10-29,9999-01-01
69391,d001,1994-03-11,9999-01-01
69418,d001,2001-12-12,9999-01-01
69466,d001,1994-07-10,9999-01-01
69468,d001,1995-02-18,2002-06-07
69477,d001,1998-10-08,9999-01-01
69481,d001,1993-07-25,9999-01-01
69499,d001,1994-08-05,9999-01-01
69516,d001,1999-06-25,9999-01-01
69540,d001,1989-01-12,9999-01-01
69551,d001,1994-11-07,1997-06-05
69555,d001,1996-06-28,9999-01-01
69558,d001,1992-03-05,9999-01-01
69563,d001,1994-10-09,1997-07-01
69586,d001,1999-02-03,1999-07-01
69593,d001,1992-10-05,9999-01-01
69612,d001,1995-03-12,9999-01-01
69619,d001,1987-03-09,9999-01-01
69647,d001,2000-05-23,9999-01-01
69651,d001,1989-08-30,9999-01-01
69692,d001,1991-12-31,9999-01-01
69736,d001,1999-06-08,9999-01-01
69745,d001,1991-08-22,9999-01-01
69748,d001,1987-11-29,9999-01-01
69768,d001,1992-08-20,9999-01-01
69775,d001,1988-09-22,9999-01-01
69783,d001,1985-09-08,9999-01-01
69786,d001,1993-08-01,9999-01-01
69820,d001,1992-07-07,9999-01-01
69840,d001,1997-04-17,9999-01-01
69865,d001,1996-01-31,1998-10-24
69881,d001,1993-07-23,1994-07-18
69928,d001,2002-04-23,9999-01-01
69939,d001,1992-12-31,9999-01-01
69940,d001,1998-02-04,9999-01-01
69947,d001,1990-11-16,9999-01-01
69973,d001,2001-04-09,9999-01-01
69986,d001,1988-10-26,9999-01-01
70009,d001,1992-07-29,9999-01-01
70026,d001,2001-09-10,9999-01-01
70028,d001,1988-01-12,9999-01-01
70041,d001,1994-10-06,9999-01-01
70042,d001,1996-02-18,9999-01-01
70051,d001,1990-07-28,9999-01-01
70074,d001,1985-11-15,9999-01-01
70080,d001,1990-02-02,9999-01-01
70113,d001,1989-03-26,9999-01-01
70119,d001,2001-10-07,9999-01-01
70131,d001,1987-08-12,9999-01-01
70160,d001,2001-04-07,9999-01-01
70206,d001,2001-07-05,9999-01-01
70216,d001,1985-04-26,9999-01-01
70218,d001,1986-05-28,9999-01-01
70224,d001,1989-02-05,1993-09-08
70234,d001,1985-07-21,9999-01-01
70246,d001,1992-11-06,9999-01-01
70277,d001,2001-06-09,9999-01-01
70293,d001,1998-12-01,9999-01-01
70348,d001,1989-07-29,9999-01-01
70360,d001,1998-10-26,9999-01-01
70378,d001,1998-11-09,2000-09-30
70379,d001,1986-07-27,9999-01-01
70409,d001,1985-12-11,9999-01-01
70425,d001,1994-05-16,9999-01-01
70432,d001,1987-06-22,2001-03-07
70435,d001,1997-08-08,9999-01-01
70439,d001,1997-10-15,2000-10-31
70440,d001,1998-12-06,2000-07-19
70453,d001,1997-05-14,2002-01-02
70456,d001,1988-05-05,9999-01-01
70469,d001,1990-09-03,9999-01-01
70498,d001,1993-11-01,9999-01-01
70501,d001,1989-03-04,9999-01-01
70502,d001,1990-05-16,9999-01-01
70510,d001,2002-01-10,9999-01-01
70512,d001,1995-11-11,9999-01-01
70536,d001,1995-08-28,1999-03-26
70548,d001,1986-10-05,2001-05-05
70562,d001,1989-08-07,9999-01-01
70570,d001,2000-01-07,9999-01-01
70571,d001,1987-09-17,9999-01-01
70586,d001,1999-06-26,9999-01-01
70604,d001,1999-01-13,2002-03-10
70609,d001,1994-05-28,9999-01-01
70617,d001,2002-01-20,9999-01-01
70643,d001,1990-09-21,9999-01-01
70674,d001,1994-10-18,9999-01-01
70679,d001,1992-04-18,9999-01-01
70684,d001,1992-04-30,9999-01-01
70692,d001,1992-09-08,9999-01-01
70700,d001,1990-04-19,9999-01-01
70703,d001,1994-10-21,1996-11-17
70711,d001,1993-07-30,1995-12-26
70716,d001,1985-02-22,9999-01-01
70732,d001,1997-07-29,9999-01-01
70749,d001,1992-07-19,9999-01-01
70824,d001,1990-10-22,9999-01-01
70832,d001,1986-01-02,9999-01-01
70850,d001,1995-03-13,9999-01-01
70868,d001,1994-07-05,1995-07-02
70875,d001,1991-07-13,9999-01-01
70885,d001,1988-01-27,1993-05-22
70886,d001,2000-04-05,9999-01-01
70889,d001,1999-10-15,9999-01-01
70891,d001,1989-05-08,9999-01-01
70946,d001,1998-12-26,9999-01-01
70947,d001,1990-06-06,9999-01-01
70954,d001,1990-09-07,9999-01-01
70972,d001,1999-01-08,9999-01-01
71003,d001,1989-07-12,9999-01-01
71030,d001,1996-04-20,9999-01-01
71075,d001,1993-09-11,9999-01-01
71117,d001,1996-09-01,9999-01-01
71140,d001,1990-02-02,1992-12-17
71144,d001,1992-04-17,9999-01-01
71153,d001,1985-03-20,9999-01-01
71155,d001,2001-06-18,9999-01-01
71161,d001,1987-06-21,9999-01-01
71202,d001,1985-10-16,9999-01-01
71208,d001,1999-06-17,9999-01-01
71217,d001,1991-08-23,9999-01-01
71237,d001,1991-03-22,9999-01-01
71257,d001,1997-12-31,9999-01-01
71263,d001,1989-03-13,9999-01-01
71268,d001,1985-03-01,9999-01-01
71306,d001,1992-09-10,9999-01-01
71313,d001,1988-03-08,9999-01-01
71320,d001,1985-05-25,9999-01-01
71337,d001,1993-05-20,9999-01-01
71348,d001,1996-09-05,9999-01-01
71400,d001,1988-12-22,1990-08-17
71404,d001,1992-07-19,1997-04-10
71407,d001,1989-10-21,9999-01-01
71428,d001,1999-05-26,9999-01-01
71431,d001,1998-08-02,9999-01-01
71441,d001,1995-07-12,9999-01-01
71446,d001,1985-06-28,9999-01-01
71452,d001,1988-11-24,9999-01-01
71487,d001,1995-04-29,9999-01-01
71532,d001,1985-07-13,9999-01-01
71534,d001,1989-03-07,1989-04-17
71546,d001,1995-01-07,9999-01-01
71576,d001,1990-07-22,1992-10-08
71612,d001,1993-02-11,9999-01-01
