emp_no,dept_no,from_date,to_date
90188,d002,13-01-1992,07-01-1998
90198,d002,03-06-1991,01-01-9999
90215,d002,21-08-1994,01-01-9999
90272,d002,26-05-1991,01-01-9999
90287,d002,22-09-1991,01-01-9999
90301,d002,10-08-1988,01-01-9999
90337,d002,10-12-1987,01-01-9999
90361,d002,23-02-1988,01-01-9999
90374,d002,23-02-1992,01-01-9999
90402,d002,13-11-1991,01-01-9999
90423,d002,03-01-1996,01-01-9999
90436,d002,25-03-1985,07-11-1998
90447,d002,25-07-1997,01-01-9999
90449,d002,06-04-1985,11-04-1989
90458,d002,15-06-1991,01-01-9999
90512,d002,20-12-1989,03-06-1999
90535,d002,13-01-2000,10-05-2002
90555,d002,21-08-1991,09-08-1993
90568,d002,13-10-1994,01-01-9999
90573,d002,01-08-1998,01-01-9999
90596,d002,25-06-1986,01-01-9999
90609,d002,03-05-1999,01-01-9999
90619,d002,26-04-1995,01-01-9999
90623,d002,23-07-1993,01-01-9999
90636,d002,30-01-1994,01-01-9999
90647,d002,13-03-1995,01-01-9999
90648,d002,02-01-1990,01-01-9999
90659,d002,25-06-1994,01-01-9999
90715,d002,22-06-1993,26-10-1994
90736,d002,21-07-1997,01-01-9999
90750,d002,07-06-1995,01-01-9999
90752,d002,11-01-1995,01-01-9999
90792,d002,26-04-1998,01-01-9999
90796,d002,03-05-2002,01-01-9999
90819,d002,29-07-1993,01-01-9999
90834,d002,29-12-1992,01-01-9999
90850,d002,24-09-1991,01-01-9999
90855,d002,05-03-1989,01-01-9999
90871,d002,13-11-1985,01-01-9999
90874,d002,27-08-1990,01-01-9999
90881,d002,01-06-1997,01-01-9999
90893,d002,07-08-1990,18-10-1994
90904,d002,25-02-1991,01-01-9999
90908,d002,12-12-1987,01-01-9999
90923,d002,06-12-1997,01-01-9999
90944,d002,01-06-1997,01-01-9999
90980,d002,15-08-1993,01-01-9999
90997,d002,17-04-1993,01-01-9999
90998,d002,21-05-1988,01-01-9999
91006,d002,01-05-1986,01-01-9999
91013,d002,13-05-1986,01-01-9999
91051,d002,19-04-1990,01-01-9999
91057,d002,28-03-1995,01-01-9999
91061,d002,17-12-1994,14-05-1995
91088,d002,23-07-1986,01-01-9999
91098,d002,01-06-1994,27-07-1996
91107,d002,08-07-1991,01-01-9999
91118,d002,08-05-1990,29-04-1999
91134,d002,10-07-1993,01-01-9999
91157,d002,12-09-1994,01-01-9999
91203,d002,09-02-1992,01-01-9999
91207,d002,18-08-1994,01-01-9999
91215,d002,06-03-1993,01-01-9999
91243,d002,05-06-1995,01-01-9999
91248,d002,07-09-1989,01-01-9999
91262,d002,21-06-1989,01-01-9999
91272,d002,12-07-1995,01-01-9999
91284,d002,13-04-1993,01-01-9999
91306,d002,12-08-1995,01-01-9999
91315,d002,19-01-1990,01-01-9999
91390,d002,04-07-1998,25-04-1999
91395,d002,03-10-1987,01-01-9999
91457,d002,09-06-1986,01-01-9999
91471,d002,30-12-1995,25-01-1999
91513,d002,18-04-1998,01-01-9999
91522,d002,21-10-1989,01-01-9999
91570,d002,21-07-1998,01-01-9999
91572,d002,15-09-1998,03-04-2002
91585,d002,18-05-1994,05-09-1997
91623,d002,24-04-1999,01-01-9999
91632,d002,03-09-1987,18-12-1998
91636,d002,02-09-1990,16-03-1998
91668,d002,20-06-1997,01-01-9999
91690,d002,28-07-1998,01-01-9999
91707,d002,16-08-1993,01-01-9999
91717,d002,09-10-1985,01-01-9999
91733,d002,02-04-1997,01-01-9999
91742,d002,09-06-1989,01-01-9999
91758,d002,26-08-1994,01-01-9999
91791,d002,26-07-1987,23-06-1999
91798,d002,05-11-1999,16-05-2001
91804,d002,14-06-2001,01-01-9999
91823,d002,25-05-1995,15-05-1996
91831,d002,03-01-1991,01-01-9999
91877,d002,30-10-1992,01-01-9999
91881,d002,09-09-1985,16-04-1989
91892,d002,30-09-1990,01-01-9999
91895,d002,26-02-1985,01-01-1996
91915,d002,07-09-1999,02-02-2000
91952,d002,26-02-1998,01-01-9999
92004,d002,13-04-1994,01-01-9999
92023,d002,07-08-1988,01-01-9999
92031,d002,15-05-1999,25-10-2000
92032,d002,28-04-1999,01-01-9999
92040,d002,16-05-1993,01-01-9999
92058,d002,28-10-1995,01-01-9999
92071,d002,11-03-1999,01-01-9999
92082,d002,30-11-1987,03-11-1997
92103,d002,20-03-1995,04-10-1995
92113,d002,14-07-1998,01-01-9999
92119,d002,02-07-1994,01-01-9999
92144,d002,12-08-1987,01-01-9999
92149,d002,14-09-1988,01-01-9999
92182,d002,28-09-1994,26-01-1998
92189,d002,01-01-1999,16-04-2000
92198,d002,13-09-1996,01-01-9999
92217,d002,27-03-2002,01-01-9999
92223,d002,24-07-1999,01-01-9999
92225,d002,23-06-1995,01-01-9999
92319,d002,18-06-1988,05-09-1990
92346,d002,31-05-1997,01-01-9999
92347,d002,15-01-1998,01-01-9999
92375,d002,14-09-1986,01-01-9999
92382,d002,08-04-1991,01-01-9999
92399,d002,08-04-1997,05-02-2000
92462,d002,07-03-1985,01-01-9999
92529,d002,14-01-1988,06-06-1996
92585,d002,13-01-2000,01-01-9999
92612,d002,02-12-1998,01-01-9999
92616,d002,26-12-1999,07-05-2000
92627,d002,29-01-1988,01-01-9999
92639,d002,07-10-1989,08-10-1994
92651,d002,21-06-1992,01-01-9999
92671,d002,29-01-1995,01-01-9999
92698,d002,14-02-1993,05-03-1993
92750,d002,20-04-1988,01-01-9999
92780,d002,16-08-1991,07-03-1993
92798,d002,08-12-1987,01-01-9999
92811,d002,24-04-1997,01-01-9999
92817,d002,05-08-1997,01-01-9999
92899,d002,02-10-1992,01-01-9999
92943,d002,25-04-1988,01-01-9999
92944,d002,06-01-2000,22-06-2000
92975,d002,29-01-1994,03-06-1996
93009,d002,14-01-1999,01-01-9999
93018,d002,17-04-1996,02-08-2000
93051,d002,05-02-1999,01-01-9999
93056,d002,01-06-1991,01-01-9999
93074,d002,11-01-1994,01-01-9999
93085,d002,09-04-1989,01-01-9999
93090,d002,18-10-1996,29-11-1999
93146,d002,10-09-1999,10-10-1999
93151,d002,20-03-1991,01-01-9999
93152,d002,27-08-1989,01-01-9999
93165,d002,20-02-1999,01-01-9999
93175,d002,19-10-1987,21-08-2000
93186,d002,06-07-2000,01-01-9999
93187,d002,16-03-1998,01-01-9999
93195,d002,29-09-1997,01-01-9999
93196,d002,10-09-1998,01-01-9999
93211,d002,23-06-1991,01-01-9999
93226,d002,04-07-1996,02-04-2002
93245,d002,02-10-1995,01-01-9999
93279,d002,09-06-1987,01-01-9999
93291,d002,26-05-1993,01-01-9999
93342,d002,26-09-1991,01-01-9999
93355,d002,27-08-1995,27-09-1998
93367,d002,15-08-1999,01-01-9999
93376,d002,22-03-1999,18-02-2002
93392,d002,22-03-1996,01-01-9999
93445,d002,06-06-1986,01-01-9999
93452,d002,10-11-1996,01-01-9999
93455,d002,21-02-1987,01-01-9999
93481,d002,11-11-1993,01-01-9999
93498,d002,30-10-1992,01-01-9999
93544,d002,22-12-1987,01-01-9999
93559,d002,13-02-1998,01-01-9999
93561,d002,14-06-1989,01-01-9999
93573,d002,04-07-1993,01-01-9999
93591,d002,29-08-1990,01-01-9999
93656,d002,15-07-1993,01-01-9999
93674,d002,30-05-1997,01-01-9999
93681,d002,16-06-1988,07-07-2002
93691,d002,18-10-1988,01-01-9999
93697,d002,15-01-1998,01-01-9999
93698,d002,07-05-1994,01-01-9999
93737,d002,12-02-1997,01-01-9999
93738,d002,21-04-1989,01-01-9999
93754,d002,24-08-1997,01-01-9999
93823,d002,18-07-1999,01-01-9999
93842,d002,27-12-1992,01-01-9999
93905,d002,11-12-1997,01-01-9999
93909,d002,07-02-1996,01-01-9999
93946,d002,21-06-1990,01-01-9999
94108,d002,01-09-1985,01-01-9999
94116,d002,30-05-1998,27-08-2000
94131,d002,01-05-1997,20-07-1997
94152,d002,12-08-1994,21-07-2000
94153,d002,02-07-1996,25-05-2000
94156,d002,09-12-1985,01-01-9999
94177,d002,22-07-1987,01-01-9999
94180,d002,13-12-1998,01-01-9999
94185,d002,06-08-1988,01-01-9999
94186,d002,15-12-1989,01-01-9999
94206,d002,21-02-1987,01-01-9999
94208,d002,23-10-1992,01-01-9999
94244,d002,17-05-1999,01-01-9999
94297,d002,26-11-1996,01-01-9999
94317,d002,12-11-1996,01-01-9999
94345,d002,15-01-2000,01-01-9999
94357,d002,12-01-1998,31-01-2001
94394,d002,20-01-1994,30-05-1998
94401,d002,29-12-1987,01-01-9999
94420,d002,01-05-1989,01-08-1999
94422,d002,14-01-1986,01-01-9999
94442,d002,03-02-1998,12-10-2000
94468,d002,26-10-1992,08-06-1997
94469,d002,14-09-1986,01-01-9999
94501,d002,04-08-1985,11-08-1997
94532,d002,02-07-1987,01-04-1995
94564,d002,05-10-1993,01-01-9999
94583,d002,26-12-1991,01-01-9999
94606,d002,13-09-1986,01-01-9999
94609,d002,15-10-1996,01-01-9999
94610,d002,09-03-1992,01-01-9999
94636,d002,10-10-1990,01-01-9999
94652,d002,09-04-1991,01-01-9999
94668,d002,02-02-1998,01-01-9999
94677,d002,31-08-1994,01-01-9999
94686,d002,14-10-1986,01-01-9999
94690,d002,22-12-1999,03-12-2001
94708,d002,29-12-1995,01-01-9999
94722,d002,07-10-1988,30-08-1991
94760,d002,04-12-1989,01-01-9999
94798,d002,04-06-1999,11-06-2000
94806,d002,13-04-1988,01-01-9999
94863,d002,13-11-1991,05-09-1997
94890,d002,10-05-1987,01-01-9999
94924,d002,01-11-1993,09-03-2000
94928,d002,23-06-1988,01-01-9999
94936,d002,03-02-1988,01-01-9999
94950,d002,01-04-1986,01-01-9999
94963,d002,29-08-1994,01-01-9999
94967,d002,29-09-1989,02-10-1989
94986,d002,28-10-1994,01-01-9999
95015,d002,15-03-1992,01-01-9999
95046,d002,14-08-1987,01-01-9999
95060,d002,25-04-2000,01-01-9999
95085,d002,21-02-1986,01-01-9999
95091,d002,20-08-1991,01-01-9999
95093,d002,03-04-1996,01-01-9999
95132,d002,06-07-1989,15-01-1996
95136,d002,05-05-1991,01-01-9999
95155,d002,14-11-1995,17-11-1996
95159,d002,08-07-1985,01-01-9999
95162,d002,20-12-1990,01-01-9999
95166,d002,08-07-1987,01-01-9999
95167,d002,01-10-1996,03-03-2002
95184,d002,03-08-1998,05-02-1999
95216,d002,25-02-1993,04-11-1994
95218,d002,25-09-1988,01-01-9999
95224,d002,10-10-1993,16-01-2001
95236,d002,26-07-1999,01-01-9999
95316,d002,25-04-1990,01-01-9999
95333,d002,06-09-1989,13-04-1998
95335,d002,11-06-1990,01-01-9999
95342,d002,08-03-1990,01-01-9999
95354,d002,27-06-1997,01-01-9999
95374,d002,22-12-1986,12-02-2001
95377,d002,15-06-1988,01-01-9999
95410,d002,06-05-1997,01-01-9999
95417,d002,11-12-1995,01-01-9999
95486,d002,12-03-1993,20-01-2000
95511,d002,17-03-2001,01-01-9999
95519,d002,18-04-2002,01-01-9999
95532,d002,25-10-1998,01-01-9999
95562,d002,07-10-1992,01-01-9999
95570,d002,17-10-1987,01-01-9999
95576,d002,24-02-1995,01-01-9999
95609,d002,01-06-1997,09-09-2000
95611,d002,12-10-1992,01-01-9999
95634,d002,02-12-1998,01-01-9999
95636,d002,13-04-1999,13-05-2002
95642,d002,14-11-1988,01-01-9999
95666,d002,18-01-2000,01-01-9999
95697,d002,30-04-1987,01-01-9999
95712,d002,01-01-1999,18-10-1999
95746,d002,14-03-1986,01-01-9999
95748,d002,04-06-1998,01-01-9999
95770,d002,27-04-1999,01-01-9999
95771,d002,14-04-1992,01-01-9999
95773,d002,30-10-1997,01-01-9999
95778,d002,04-06-1993,01-01-9999
95792,d002,27-08-1989,01-01-9999
95803,d002,14-12-1991,01-01-9999
95821,d002,22-07-1993,15-04-2002
95866,d002,19-02-1992,01-01-9999
95875,d002,06-01-1996,01-01-9999
95880,d002,20-09-1996,21-09-2000
95892,d002,05-01-1992,01-01-9999
95895,d002,30-06-1987,01-01-9999
95903,d002,09-10-1996,01-01-9999
95920,d002,07-09-1994,01-01-9999
95930,d002,23-09-1992,01-01-9999
95936,d002,25-08-1989,13-04-1993
95951,d002,01-04-1989,01-01-9999
95957,d002,16-04-1990,01-01-9999
95961,d002,17-01-1988,01-01-9999
95982,d002,18-11-1996,01-01-9999
96010,d002,01-05-1994,01-01-9999
96024,d002,23-01-1989,01-01-9999
96025,d002,28-01-1988,01-01-9999
96047,d002,20-06-1986,12-10-1991
96075,d002,03-06-1997,01-01-9999
96081,d002,25-11-1990,01-01-9999
96142,d002,30-10-1993,01-01-9999
96149,d002,22-12-1992,01-01-9999
96156,d002,04-12-1997,01-01-9999
96159,d002,18-05-1990,01-01-9999
96173,d002,28-03-1999,01-01-9999
96176,d002,01-07-1993,11-11-1999
96186,d002,14-06-1985,01-01-9999
96249,d002,16-08-1988,01-01-9999
96250,d002,14-02-1985,20-01-1991
96256,d002,30-10-1989,25-07-1999
96274,d002,02-07-1996,01-01-9999
96275,d002,08-01-1992,01-01-9999
96291,d002,22-12-1995,01-01-9999
96298,d002,02-04-1998,01-01-9999
96306,d002,20-03-1998,01-01-9999
96308,d002,02-02-1985,01-01-9999
96328,d002,01-09-1999,01-01-9999
96341,d002,08-01-1987,01-01-9999
96368,d002,08-09-1989,01-01-9999
96382,d002,22-07-1999,02-09-2000
96395,d002,14-06-1999,01-01-9999
96420,d002,01-10-1992,01-01-9999
96456,d002,31-08-1996,01-01-9999
96505,d002,03-05-1997,01-01-9999
96574,d002,12-11-1990,01-01-9999
96593,d002,22-10-1996,01-01-9999
96603,d002,14-08-1994,01-01-9999
96620,d002,19-07-1995,01-01-9999
96637,d002,13-05-1986,01-01-9999
96662,d002,14-07-1993,01-01-9999
96670,d002,06-12-1990,01-01-9999
96672,d002,26-09-1994,01-01-9999
96675,d002,31-07-1992,01-01-9999
96680,d002,22-08-1990,01-01-9999
96684,d002,20-05-1998,01-01-9999
96687,d002,22-03-1998,01-01-9999
96692,d002,07-05-2001,01-01-9999
96702,d002,07-08-1999,25-12-1999
96721,d002,06-09-1988,01-01-9999
96736,d002,22-10-1998,01-11-1998
96762,d002,23-10-1998,17-03-2002
96838,d002,06-09-1998,01-01-9999
96863,d002,11-12-1990,22-04-1992
96870,d002,20-05-1998,01-01-9999
96873,d002,04-10-1995,10-03-2000
96909,d002,03-08-1990,01-01-9999
96937,d002,30-11-1996,01-01-9999
96965,d002,27-10-1999,01-01-9999
96985,d002,17-02-1995,07-11-1998
96999,d002,09-11-1999,11-11-2001
97005,d002,19-12-1999,01-01-9999
97012,d002,14-08-1989,01-01-9999
97019,d002,21-09-1993,01-01-9999
97028,d002,23-01-1997,19-05-1997
97106,d002,11-04-1998,01-01-9999
97113,d002,27-10-1996,01-01-9999
97157,d002,18-07-1999,04-05-2000
97166,d002,16-02-1998,01-01-1999
97172,d002,18-12-1998,01-01-9999
97200,d002,09-08-1994,01-01-9999
97201,d002,10-05-1987,01-01-9999
97219,d002,28-06-1995,01-01-9999
97248,d002,26-10-2000,01-01-9999
97255,d002,10-10-1989,01-01-9999
97273,d002,07-11-1991,10-07-1999
97281,d002,24-05-1996,01-01-9999
97293,d002,05-12-1994,01-01-9999
97299,d002,19-05-1997,01-01-9999
97321,d002,01-07-1988,01-01-9999
97328,d002,18-10-1998,01-01-9999
97332,d002,05-01-2000,01-01-9999
97397,d002,30-05-1999,01-01-9999
97413,d002,30-06-1989,01-01-9999
97417,d002,10-10-1993,01-01-9999
97457,d002,15-03-1994,01-01-9999
97467,d002,05-12-1987,01-01-9999
97474,d002,08-05-1999,01-01-9999
97481,d002,16-03-1987,01-01-9999
97530,d002,11-03-1988,01-01-9999
97565,d002,02-06-1995,01-01-9999
97579,d002,10-10-1993,20-01-1997
97589,d002,13-04-1986,01-01-9999
97601,d002,13-10-1990,14-11-1998
97624,d002,14-05-1996,01-01-9999
97655,d002,23-06-1995,01-01-9999
97664,d002,08-07-1986,01-01-9999
97668,d002,30-01-1996,01-01-9999
97670,d002,24-03-1994,01-01-9999
97706,d002,12-01-1988,01-01-9999
97751,d002,08-02-1998,01-01-9999
97768,d002,23-11-1990,01-01-9999
97806,d002,17-04-1998,01-01-9999
97809,d002,30-05-1998,01-01-9999
97818,d002,28-09-1992,01-01-9999
97820,d002,11-09-1996,01-01-9999
97863,d002,06-03-1990,01-01-9999
97871,d002,09-09-1988,01-01-9999
97875,d002,13-01-1989,01-01-9999
97876,d002,27-04-1999,01-01-9999
97877,d002,20-07-1997,05-08-1998
97881,d002,24-08-1997,01-01-9999
97892,d002,08-11-1997,29-01-2001
98003,d002,20-06-1986,01-01-9999
98009,d002,08-07-1993,01-01-9999
98055,d002,05-05-1999,01-01-9999
98067,d002,28-08-1999,01-01-9999
98073,d002,21-03-1986,10-07-2001
98086,d002,01-08-2000,01-01-9999
98092,d002,01-02-1999,12-10-1999
98106,d002,20-05-1993,01-01-9999
98151,d002,10-02-1998,31-08-1998
98157,d002,13-01-1999,01-01-9999
98163,d002,26-12-1994,01-01-9999
98179,d002,23-12-1997,01-01-9999
98182,d002,24-12-1992,15-10-1994
98219,d002,08-02-1995,01-01-9999
98274,d002,26-12-1989,01-01-9999
98308,d002,06-09-1995,01-01-9999
98362,d002,19-07-1986,01-01-9999
98367,d002,31-12-1990,01-01-9999
98391,d002,29-07-1989,01-01-9999
98398,d002,09-10-1992,22-06-2001
98438,d002,12-02-1991,20-12-1994
98461,d002,14-11-1987,01-01-9999
98467,d002,10-01-1992,01-01-9999
98474,d002,09-01-1987,01-01-9999
98546,d002,28-07-1992,01-01-9999
98549,d002,06-06-1990,01-01-9999
98550,d002,22-08-1990,01-01-9999
98630,d002,10-06-1989,01-01-9999
98648,d002,14-04-1998,01-01-9999
98739,d002,06-06-1989,25-07-1998
98742,d002,20-06-1996,01-01-9999
98744,d002,09-05-1994,09-11-1997
98747,d002,07-10-1993,01-01-9999
98769,d002,16-02-1994,18-08-1996
98773,d002,30-06-1999,01-01-9999
98776,d002,02-08-1998,01-01-9999
98799,d002,25-01-1995,01-01-9999
98828,d002,03-05-1992,01-01-9999
98845,d002,13-03-1987,01-01-9999
98858,d002,23-05-1985,01-01-9999
98860,d002,25-10-1986,01-01-9999
98875,d002,31-12-1991,01-01-9999
98913,d002,21-03-1987,01-01-9999
98930,d002,04-03-1987,01-01-9999
98951,d002,11-04-1995,01-01-9999
98984,d002,16-11-1988,01-01-9999
98985,d002,15-10-1985,20-05-1999
98991,d002,24-09-1990,01-01-9999
98997,d002,19-02-1994,01-01-9999
99008,d002,17-09-1996,01-01-9999
99011,d002,18-10-1994,01-01-9999
99041,d002,22-12-1998,01-01-9999
99051,d002,08-10-1999,01-01-9999
99058,d002,07-08-1997,01-01-9999
99067,d002,27-12-1996,01-01-9999
99077,d002,25-12-1995,01-01-9999
99096,d002,20-09-1991,01-01-9999
99103,d002,07-05-1994,01-01-9999
99105,d002,23-01-1988,01-01-9999
99121,d002,10-11-1990,01-01-9999
99163,d002,21-07-1989,01-01-9999
99196,d002,03-01-1998,16-12-2000
99205,d002,25-01-1986,01-01-9999
99217,d002,29-11-1993,01-01-9999
99218,d002,26-07-1988,01-01-9999
99233,d002,07-08-1997,01-01-9999
99249,d002,05-10-1996,19-05-1998
99253,d002,17-07-1997,01-01-9999
99276,d002,01-01-1987,01-01-9999
99288,d002,10-12-1994,02-05-2000
99303,d002,14-07-1997,01-01-9999
99319,d002,21-04-1996,01-01-9999
99330,d002,30-10-1992,01-01-9999
99334,d002,27-03-1985,01-01-9999
99378,d002,17-12-1988,01-01-9999
99382,d002,15-08-1985,01-01-9999
99394,d002,02-04-1992,01-01-9999
99422,d002,26-04-1986,01-01-9999
99442,d002,11-07-1988,01-01-9999
99457,d002,20-09-1989,01-01-9999
99467,d002,28-02-1994,01-01-9999
99470,d002,13-01-1996,01-01-9999
99472,d002,10-02-1998,01-01-9999
99525,d002,20-10-1992,01-01-9999
99577,d002,16-02-1993,01-01-9999
99588,d002,14-09-1997,01-01-9999
99607,d002,06-11-1989,01-01-9999
99631,d002,14-03-1987,08-07-2002
99634,d002,28-09-1985,01-01-9999
99639,d002,21-05-1987,25-02-1998
99640,d002,03-01-2000,01-01-9999
99644,d002,12-01-1989,01-01-9999
99651,d002,22-08-1992,01-01-9999
99665,d002,04-10-1988,11-05-1993
99670,d002,04-06-1985,01-01-9999
99722,d002,28-01-1997,01-01-9999
99746,d002,24-08-1986,06-05-1988
99750,d002,22-03-1997,01-01-9999
99766,d002,11-07-1996,01-01-9999
99782,d002,06-08-1995,01-01-9999
99783,d002,31-03-1998,01-01-9999
99793,d002,12-04-1994,01-01-9999
99802,d002,16-12-1996,01-01-9999
99880,d002,20-08-1987,01-01-9999
99881,d002,31-08-1989,01-01-9999
99896,d002,10-08-1994,01-01-9999
99906,d002,28-12-1990,01-01-9999
99908,d002,17-11-1995,01-01-9999
99911,d002,23-08-1998,01-01-9999
99960,d002,23-08-1985,21-09-1999
99992,d002,16-06-1999,01-01-9999
100022,d002,04-02-1985,01-01-9999
100054,d002,15-10-1994,01-01-9999
100085,d002,08-05-1987,01-01-9999
100089,d002,09-07-1987,20-11-1999
100115,d002,21-10-1986,01-01-9999
100139,d002,12-01-1999,01-01-9999
100212,d002,31-12-1989,01-01-9999
100220,d002,28-05-1994,05-01-2001
100222,d002,10-05-1995,01-01-9999
100225,d002,07-01-1991,01-01-9999
100258,d002,21-03-1994,01-01-9999
100263,d002,24-06-1998,05-10-1998
100270,d002,11-07-1994,01-01-9999
100284,d002,03-11-1990,01-01-9999
100340,d002,16-01-1986,01-01-9999
100374,d002,01-01-1999,01-01-9999
100376,d002,03-04-1992,01-01-9999
100393,d002,16-08-1993,01-01-9999
100408,d002,01-07-1996,01-01-9999
100419,d002,10-01-1992,01-01-9999
100435,d002,07-07-1995,01-01-9999
100441,d002,27-10-1994,01-01-9999
100446,d002,09-04-1993,01-01-9999
100448,d002,09-03-1990,01-01-9999
100459,d002,12-01-1993,01-01-9999
100469,d002,03-01-1997,01-09-2000
100547,d002,26-08-1993,26-11-1996
100556,d002,17-12-1999,01-01-9999
100565,d002,23-05-1995,01-01-9999
100576,d002,22-05-1985,14-05-1986
100580,d002,03-08-1993,27-07-2001
100584,d002,30-01-1995,01-01-9999
100591,d002,25-02-1995,01-01-9999
100633,d002,18-01-1997,01-01-9999
100680,d002,28-03-1996,01-01-9999
100712,d002,14-10-1987,07-04-1994
100715,d002,10-05-1996,01-01-9999
100729,d002,15-05-1992,01-01-9999
100730,d002,23-01-1990,01-01-9999
100742,d002,13-03-1996,01-01-9999
100743,d002,11-03-1985,17-12-2000
100803,d002,13-06-1995,01-01-9999
100808,d002,08-05-1996,01-01-9999
100829,d002,31-12-1985,01-01-9999
100935,d002,25-10-1991,01-01-9999
100941,d002,30-10-1994,01-01-9999
100944,d002,21-05-1993,01-01-9999
100963,d002,15-02-1996,27-01-2000
101020,d002,01-03-1988,01-01-9999
101040,d002,07-01-1997,01-01-9999
101054,d002,26-05-1993,01-01-9999
101076,d002,23-08-1997,01-01-9999
101083,d002,04-01-1994,01-01-9999
101087,d002,13-11-1997,01-01-9999
101116,d002,10-01-1995,01-01-9999
101131,d002,19-11-1994,01-01-9999
101132,d002,26-06-1993,01-01-9999
101144,d002,25-02-1996,01-01-9999
101159,d002,18-09-1989,01-05-1995
101186,d002,25-10-1987,01-01-9999
101206,d002,22-01-1994,01-01-9999
101214,d002,21-01-1987,01-01-9999
101229,d002,29-06-1994,01-01-9999
101279,d002,13-05-1999,01-01-9999
101367,d002,16-05-1991,01-01-9999
101403,d002,01-08-1989,09-10-1993
101411,d002,25-02-1994,16-04-2002
101412,d002,10-06-1988,01-01-9999
101435,d002,30-04-1992,01-01-9999
101441,d002,17-01-1995,01-01-9999
101486,d002,25-02-1996,01-01-9999
101488,d002,23-07-1987,01-01-9999
101503,d002,31-07-2001,01-01-9999
101507,d002,24-02-1991,01-01-9999
101554,d002,27-06-1996,01-01-9999
101557,d002,01-05-1998,01-01-9999
101613,d002,06-12-1993,30-09-1997
101617,d002,20-06-1990,01-01-9999
101639,d002,02-06-1999,01-01-9999
101665,d002,03-12-1996,01-01-9999
101667,d002,14-03-1987,01-01-9999
101674,d002,04-06-1993,01-01-9999
101701,d002,05-05-1986,01-01-9999
101718,d002,16-01-1998,10-07-1999
101737,d002,23-02-1990,01-01-9999
101743,d002,04-01-1989,01-01-9999
101757,d002,04-11-1998,01-01-9999
101759,d002,23-06-1985,22-10-1987
101767,d002,20-09-1998,01-01-9999
101804,d002,22-02-1991,01-01-9999
101809,d002,02-09-1991,25-07-1998
101831,d002,05-04-1997,01-01-9999
101832,d002,10-10-1999,01-01-9999
101835,d002,12-11-1990,01-01-9999
101849,d002,11-06-1987,13-02-2002
101855,d002,18-10-1991,01-01-9999
101859,d002,05-10-1991,08-02-1996
101867,d002,28-08-1999,29-06-2001
101907,d002,19-08-1999,01-01-9999
101923,d002,12-03-2002,01-01-9999
101930,d002,23-07-1987,04-01-1999
101973,d002,23-02-1988,01-01-9999
101992,d002,19-05-1987,01-01-9999
102006,d002,30-08-1989,01-01-9999
102032,d002,08-02-1996,12-02-1996
102041,d002,05-03-1991,01-01-9999
102051,d002,03-01-1992,01-01-9999
102052,d002,06-03-1991,01-01-9999
102063,d002,01-04-1990,01-01-9999
102067,d002,07-05-1991,01-01-9999
102084,d002,29-01-1997,01-01-9999
102112,d002,28-03-1992,01-01-9999
102155,d002,20-11-1991,01-01-9999
102170,d002,31-05-1988,01-01-9999
102184,d002,17-05-1995,01-01-9999
102213,d002,25-07-1991,01-01-9999
102333,d002,05-03-1985,05-02-1996
102335,d002,20-01-1987,01-01-9999
102367,d002,14-07-1992,01-01-9999
102373,d002,02-11-1994,01-01-9999
102381,d002,25-04-1994,01-01-9999
102383,d002,07-02-1992,28-07-1997
102386,d002,16-12-1995,01-01-9999
102403,d002,12-08-1989,24-09-1996
102423,d002,21-01-1988,01-01-9999
102441,d002,09-07-1999,01-01-9999
102443,d002,30-04-1985,01-01-9999
102446,d002,11-03-2002,01-01-9999
102477,d002,01-07-1989,01-01-9999
102507,d002,28-11-1995,01-01-9999
102521,d002,07-05-1996,17-11-2000
102595,d002,25-02-1986,01-01-9999
102670,d002,08-03-1990,01-01-9999
102704,d002,29-03-1985,01-01-9999
102708,d002,22-02-1988,01-01-9999
102712,d002,15-02-1987,14-06-1987
102717,d002,30-07-1998,01-01-9999
102718,d002,30-04-1991,31-07-1996
102760,d002,05-06-1986,01-01-9999
102771,d002,18-04-1996,01-01-9999
102815,d002,11-08-1990,01-01-9999
102839,d002,29-10-1992,01-01-9999
102914,d002,07-06-1990,01-01-9999
102917,d002,13-03-1997,01-01-9999
102926,d002,11-01-1989,01-01-9999
102973,d002,19-11-1988,01-01-9999
102974,d002,20-06-1999,01-01-9999
102978,d002,22-05-1999,01-01-9999
103008,d002,19-01-1996,05-12-1998
103019,d002,09-03-1998,01-01-9999
103021,d002,03-10-1985,01-01-9999
103035,d002,01-01-1992,01-01-9999
103064,d002,21-05-1993,01-01-9999
103069,d002,16-04-1994,01-01-9999
103071,d002,05-10-1996,01-01-9999
103085,d002,15-02-1994,01-01-9999
103107,d002,03-04-1988,01-01-9999
103131,d002,23-08-1994,01-01-9999
103143,d002,07-06-1994,01-01-9999
103155,d002,17-05-1997,01-01-9999
103157,d002,23-06-1995,01-01-9999
103170,d002,09-08-1996,01-01-9999
103227,d002,05-03-1999,01-01-9999
103229,d002,07-07-1991,01-01-9999
103254,d002,27-01-1999,01-01-9999
103269,d002,22-06-1992,01-01-9999
103318,d002,08-09-1995,01-01-9999
103330,d002,31-08-1986,01-01-9999
103338,d002,24-02-1985,01-01-9999
103364,d002,12-12-1998,01-01-9999
103371,d002,06-11-1997,01-01-9999
