emp_no,dept_no,from_date,to_date
45090,d003,1987-02-05,1995-10-15
45095,d003,1994-01-06,9999-01-01
45130,d003,1986-02-01,9999-01-01
45134,d003,1996-09-08,9999-01-01
45137,d003,1989-08-01,9999-01-01
45140,d003,1991-12-19,9999-01-01
45166,d003,1993-09-15,9999-01-01
45167,d003,1991-05-27,9999-01-01
45171,d003,1992-07-26,9999-01-01
45179,d003,1993-02-21,2000-05-26
45210,d003,1987-12-20,2001-11-08
45243,d003,1989-01-26,9999-01-01
45249,d003,1989-01-17,2001-05-09
45286,d003,1988-08-06,9999-01-01
45300,d003,1998-07-18,2000-03-16
45315,d003,1995-04-22,9999-01-01
45319,d003,1985-07-15,9999-01-01
45320,d003,1989-05-30,1997-05-05
45323,d003,1999-09-23,9999-01-01
45327,d003,1995-11-19,9999-01-01
45345,d003,1991-12-04,9999-01-01
45362,d003,1993-11-17,9999-01-01
45373,d003,1993-06-07,9999-01-01
45374,d003,1991-02-07,9999-01-01
45379,d003,1992-05-12,1992-12-21
45383,d003,1985-06-02,9999-01-01
45384,d003,1990-05-24,1992-01-14
45389,d003,1999-06-14,9999-01-01
45394,d003,1990-07-14,9999-01-01
45402,d003,1998-01-25,9999-01-01
45412,d003,1998-09-23,9999-01-01
45499,d003,1998-04-20,9999-01-01
45500,d003,1998-08-07,9999-01-01
45506,d003,1992-10-25,1999-03-20
45515,d003,1993-06-21,9999-01-01
45519,d003,1989-03-01,9999-01-01
45527,d003,1996-04-13,9999-01-01
45533,d003,1993-03-07,2000-01-12
45558,d003,1997-06-18,1997-11-25
45563,d003,1991-01-06,9999-01-01
45582,d003,1993-01-16,9999-01-01
45604,d003,1995-01-31,9999-01-01
45622,d003,1991-11-22,9999-01-01
45658,d003,1998-03-25,9999-01-01
45700,d003,1988-03-28,9999-01-01
45734,d003,1996-01-04,2000-09-17
45768,d003,1994-01-28,1998-07-01
45776,d003,1988-08-02,9999-01-01
45779,d003,1993-04-14,9999-01-01
45809,d003,1985-03-25,9999-01-01
45814,d003,1985-06-29,9999-01-01
45834,d003,1988-01-20,9999-01-01
45842,d003,1991-06-27,9999-01-01
45965,d003,1986-04-08,1987-02-09
45970,d003,1993-10-06,9999-01-01
45977,d003,1996-06-29,9999-01-01
45998,d003,1996-06-20,9999-01-01
46011,d003,1988-01-08,9999-01-01
46052,d003,1989-12-15,1992-07-04
46069,d003,1991-06-13,1993-11-15
46076,d003,1997-05-18,9999-01-01
46080,d003,2000-01-11,9999-01-01
46093,d003,1999-07-02,2002-06-20
46100,d003,1992-04-03,2001-08-09
46114,d003,1986-11-02,9999-01-01
46140,d003,1994-04-30,2002-03-02
46153,d003,1995-10-21,9999-01-01
46161,d003,1991-12-18,9999-01-01
46174,d003,1994-07-27,9999-01-01
46190,d003,1993-11-30,9999-01-01
46200,d003,1986-07-02,1996-09-08
46212,d003,1998-12-10,9999-01-01
46239,d003,1987-05-20,1992-04-23
46243,d003,1989-05-05,9999-01-01
46246,d003,1987-08-05,9999-01-01
46257,d003,1992-07-06,9999-01-01
46258,d003,1995-01-08,9999-01-01
46277,d003,1992-12-19,9999-01-01
46324,d003,1993-04-01,9999-01-01
46326,d003,1992-02-22,9999-01-01
46336,d003,1986-05-04,1990-08-08
46340,d003,1995-10-25,9999-01-01
46344,d003,1994-02-12,1994-09-03
46383,d003,1994-12-19,9999-01-01
46385,d003,1989-06-02,1996-12-24
46398,d003,1989-03-03,1997-08-26
46400,d003,1986-02-22,1986-04-17
46417,d003,1990-12-15,9999-01-01
46479,d003,1995-04-01,9999-01-01
46481,d003,1997-01-17,9999-01-01
46483,d003,1988-01-24,9999-01-01
46494,d003,1988-03-16,2001-11-06
46503,d003,1994-07-15,9999-01-01
46543,d003,1997-10-18,9999-01-01
46549,d003,1998-08-01,9999-01-01
46555,d003,1994-07-02,9999-01-01
46557,d003,1994-09-01,9999-01-01
46566,d003,1997-11-05,9999-01-01
46575,d003,1989-08-09,1991-09-24
46604,d003,1995-01-19,9999-01-01
46627,d003,1997-10-03,9999-01-01
46647,d003,1997-01-23,9999-01-01
46656,d003,1994-04-22,9999-01-01
46665,d003,1996-03-20,9999-01-01
46666,d003,1993-07-17,9999-01-01
46669,d003,1994-01-25,9999-01-01
46679,d003,1996-02-11,9999-01-01
46686,d003,1998-06-24,1999-11-20
46724,d003,1989-09-16,2002-03-02
46726,d003,1992-07-20,9999-01-01
46740,d003,1992-08-14,9999-01-01
46768,d003,1990-04-19,9999-01-01
46769,d003,1989-06-06,9999-01-01
46775,d003,1994-08-27,9999-01-01
46780,d003,1990-03-31,9999-01-01
46822,d003,1986-12-22,1995-07-28
46831,d003,1988-01-15,9999-01-01
46835,d003,1996-12-15,9999-01-01
46867,d003,1999-09-06,2001-12-01
46883,d003,1998-07-14,1999-12-10
46885,d003,1997-02-02,9999-01-01
46895,d003,1998-10-21,9999-01-01
46909,d003,2000-01-11,9999-01-01
46926,d003,1995-06-09,1999-07-25
46927,d003,1995-01-25,9999-01-01
46950,d003,1990-06-25,9999-01-01
46956,d003,1990-05-21,9999-01-01
46969,d003,1988-11-25,9999-01-01
46992,d003,1994-02-12,9999-01-01
47012,d003,1990-05-24,9999-01-01
47018,d003,1999-07-07,9999-01-01
47034,d003,1985-08-28,9999-01-01
47058,d003,1991-07-15,1995-09-03
47084,d003,1986-04-23,9999-01-01
47088,d003,1990-06-17,9999-01-01
47102,d003,1994-04-28,9999-01-01
47141,d003,1989-01-16,1989-01-16
47154,d003,1997-12-24,9999-01-01
47163,d003,1999-10-28,9999-01-01
47173,d003,1986-12-23,9999-01-01
47174,d003,1993-09-06,9999-01-01
47203,d003,1996-10-22,9999-01-01
47211,d003,1998-06-13,9999-01-01
47218,d003,1992-07-04,1994-07-15
47223,d003,1989-04-16,9999-01-01
47228,d003,1998-11-09,9999-01-01
47235,d003,1986-05-17,9999-01-01
47237,d003,1997-06-25,2000-01-08
47263,d003,1989-08-10,9999-01-01
47272,d003,1994-03-11,9999-01-01
47281,d003,1994-05-07,9999-01-01
47283,d003,1985-10-21,9999-01-01
47291,d003,2000-01-26,9999-01-01
47302,d003,1985-09-29,9999-01-01
47307,d003,1994-02-14,9999-01-01
47312,d003,1997-05-03,9999-01-01
47337,d003,1985-07-05,9999-01-01
47339,d003,1989-12-13,9999-01-01
47367,d003,1990-05-09,9999-01-01
47379,d003,1999-07-02,9999-01-01
47447,d003,1999-08-25,9999-01-01
47470,d003,1989-11-29,9999-01-01
47483,d003,1994-06-21,9999-01-01
47518,d003,1996-11-30,9999-01-01
47535,d003,1996-07-23,9999-01-01
47556,d003,1995-10-09,9999-01-01
47573,d003,1991-05-15,9999-01-01
47584,d003,1990-12-07,9999-01-01
47605,d003,1999-09-17,2001-11-20
47616,d003,1994-01-14,9999-01-01
47628,d003,2000-01-12,9999-01-01
47633,d003,1996-02-10,1999-01-21
47646,d003,1995-04-17,9999-01-01
47650,d003,1998-12-12,9999-01-01
47655,d003,1996-05-01,9999-01-01
47658,d003,1996-09-03,9999-01-01
47664,d003,1985-05-10,9999-01-01
47665,d003,1990-01-20,9999-01-01
47672,d003,1998-11-13,9999-01-01
47698,d003,1994-06-06,1996-03-15
47703,d003,1996-06-12,2000-04-27
47714,d003,1990-07-09,9999-01-01
47729,d003,1994-01-25,9999-01-01
47753,d003,1998-04-29,9999-01-01
47766,d003,1994-06-17,9999-01-01
47797,d003,1987-11-18,2000-12-14
47831,d003,1991-09-10,1999-12-10
47850,d003,1989-01-26,9999-01-01
47851,d003,1998-12-01,9999-01-01
47864,d003,1989-04-18,9999-01-01
47868,d003,1988-08-06,1992-11-10
47906,d003,1998-01-01,9999-01-01
47907,d003,1985-05-21,9999-01-01
47950,d003,1997-11-17,9999-01-01
47957,d003,1998-06-08,9999-01-01
47967,d003,1995-07-12,1998-12-19
47983,d003,1990-01-13,9999-01-01
47998,d003,1995-07-18,9999-01-01
48000,d003,1993-01-31,9999-01-01
48032,d003,1994-05-14,9999-01-01
48039,d003,1993-11-14,9999-01-01
48045,d003,1991-09-06,9999-01-01
48063,d003,2001-10-19,9999-01-01
48067,d003,1987-05-17,9999-01-01
48077,d003,1987-05-27,9999-01-01
48090,d003,1998-05-13,9999-01-01
48091,d003,1998-11-17,9999-01-01
48099,d003,1991-09-29,9999-01-01
48104,d003,1988-05-07,2001-10-04
48120,d003,1995-05-06,9999-01-01
48126,d003,1992-03-13,9999-01-01
48142,d003,1998-12-17,9999-01-01
48163,d003,1992-11-14,9999-01-01
48238,d003,1996-09-18,9999-01-01
48244,d003,1991-09-15,9999-01-01
48248,d003,1995-01-17,9999-01-01
48284,d003,1997-08-01,9999-01-01
48301,d003,1996-09-29,9999-01-01
48303,d003,1992-08-18,9999-01-01
48315,d003,1995-07-18,2000-10-14
48319,d003,1989-12-02,9999-01-01
48324,d003,1994-08-27,9999-01-01
48341,d003,1994-07-23,1997-01-13
48367,d003,1991-01-03,1995-10-30
48409,d003,1992-01-07,9999-01-01
48437,d003,1991-06-22,9999-01-01
48448,d003,1993-10-19,9999-01-01
48455,d003,1997-03-27,9999-01-01
48458,d003,1987-04-14,9999-01-01
48459,d003,1995-06-07,9999-01-01
48476,d003,1990-03-07,9999-01-01
48506,d003,1992-06-15,9999-01-01
48512,d003,1987-09-22,9999-01-01
48517,d003,1990-08-12,9999-01-01
48528,d003,1999-06-26,9999-01-01
48539,d003,1989-11-25,9999-01-01
48570,d003,1997-09-25,9999-01-01
48595,d003,1986-01-04,9999-01-01
48596,d003,1994-12-26,9999-01-01
48606,d003,1986-10-13,9999-01-01
48625,d003,1996-08-22,9999-01-01
48636,d003,1992-12-09,1993-10-25
48645,d003,1991-06-13,9999-01-01
48680,d003,1985-07-08,9999-01-01
48689,d003,1999-07-04,9999-01-01
48690,d003,1999-09-27,9999-01-01
48701,d003,1987-05-10,9999-01-01
48709,d003,1991-08-12,9999-01-01
48720,d003,2000-01-16,9999-01-01
48754,d003,1994-09-12,9999-01-01
48759,d003,1986-04-21,9999-01-01
48760,d003,1993-02-07,9999-01-01
48781,d003,1989-02-02,9999-01-01
48783,d003,1991-04-11,9999-01-01
48819,d003,1987-08-24,9999-01-01
48844,d003,1997-03-26,2001-11-08
48854,d003,1991-03-22,9999-01-01
48883,d003,1992-08-28,9999-01-01
48924,d003,1993-06-19,9999-01-01
48945,d003,1992-10-02,2000-05-31
48959,d003,1991-12-05,9999-01-01
48978,d003,1999-07-23,9999-01-01
49008,d003,1993-09-16,9999-01-01
49029,d003,1994-10-09,9999-01-01
49074,d003,1989-01-05,9999-01-01
49101,d003,1986-01-14,9999-01-01
49161,d003,1999-07-17,9999-01-01
49171,d003,1995-05-31,9999-01-01
49190,d003,1990-04-26,9999-01-01
49239,d003,1992-09-18,9999-01-01
49244,d003,1992-02-10,9999-01-01
49258,d003,1994-11-16,9999-01-01
49277,d003,1985-11-05,9999-01-01
49307,d003,1995-06-14,9999-01-01
49324,d003,1993-08-01,1996-05-10
49354,d003,1990-01-24,9999-01-01
49363,d003,1989-10-06,9999-01-01
49372,d003,1990-11-03,9999-01-01
49382,d003,1985-12-17,9999-01-01
49387,d003,1998-04-13,9999-01-01
49413,d003,1997-11-07,2001-12-08
49437,d003,1988-12-27,9999-01-01
49457,d003,1988-04-04,9999-01-01
49463,d003,1988-10-27,9999-01-01
49477,d003,1998-08-05,9999-01-01
49482,d003,1993-03-20,9999-01-01
49485,d003,1986-07-13,9999-01-01
49486,d003,1989-05-20,9999-01-01
49499,d003,1990-12-19,9999-01-01
49516,d003,1993-09-26,9999-01-01
49541,d003,1995-06-16,9999-01-01
49585,d003,1992-08-26,9999-01-01
49607,d003,1990-07-07,9999-01-01
49610,d003,1996-07-10,9999-01-01
49616,d003,1997-04-10,9999-01-01
49620,d003,1995-10-30,1997-01-26
49653,d003,1993-08-14,9999-01-01
49663,d003,1993-12-18,9999-01-01
49704,d003,1991-11-16,1995-12-06
49709,d003,1986-03-10,1997-10-21
49766,d003,2000-01-11,9999-01-01
49769,d003,1986-07-05,1987-04-26
49781,d003,1996-03-31,9999-01-01
49799,d003,1993-05-21,9999-01-01
49814,d003,1999-05-04,9999-01-01
49820,d003,1988-04-29,9999-01-01
49829,d003,1991-06-20,9999-01-01
49832,d003,1985-02-13,9999-01-01
49833,d003,1986-05-14,9999-01-01
49869,d003,1992-01-25,9999-01-01
49895,d003,1996-10-03,9999-01-01
49908,d003,1995-12-09,2000-12-02
49942,d003,1985-11-04,9999-01-01
49983,d003,1992-10-26,9999-01-01
49987,d003,1986-12-07,9999-01-01
50016,d003,1988-01-29,9999-01-01
50021,d003,1998-07-10,9999-01-01
50031,d003,1997-01-01,9999-01-01
50039,d003,1997-07-20,2000-01-17
50059,d003,1997-10-29,9999-01-01
50081,d003,1995-06-13,9999-01-01
50100,d003,1989-12-30,9999-01-01
50118,d003,1986-04-27,9999-01-01
50133,d003,1988-02-08,9999-01-01
50178,d003,1999-04-16,9999-01-01
50211,d003,1998-08-28,1999-06-12
50227,d003,1986-03-20,9999-01-01
50251,d003,1993-12-22,2002-01-15
50280,d003,1988-08-24,9999-01-01
50333,d003,1999-09-06,2001-04-17
50338,d003,1995-04-13,9999-01-01
50347,d003,1995-03-23,2001-08-12
50350,d003,1992-01-11,9999-01-01
50353,d003,1992-06-17,9999-01-01
50367,d003,1989-07-12,9999-01-01
50386,d003,1988-08-17,9999-01-01
50408,d003,1985-10-26,9999-01-01
50412,d003,1995-01-10,1995-09-06
50414,d003,1992-01-25,9999-01-01
50441,d003,1991-04-01,9999-01-01
50442,d003,1995-05-15,1998-12-23
50450,d003,1995-02-18,9999-01-01
50466,d003,1986-07-29,9999-01-01
50469,d003,1986-10-30,9999-01-01
50480,d003,1991-04-06,9999-01-01
50500,d003,1991-08-28,9999-01-01
50519,d003,1995-05-21,9999-01-01
50532,d003,1998-12-28,2000-07-10
50577,d003,1996-08-19,9999-01-01
50585,d003,1990-10-18,9999-01-01
50611,d003,1994-11-10,9999-01-01
50685,d003,1989-02-17,1992-06-12
50715,d003,1997-04-09,9999-01-01
50731,d003,1987-08-09,9999-01-01
50742,d003,1990-06-07,1990-12-17
50757,d003,1988-09-01,2001-10-06
50788,d003,1996-03-18,9999-01-01
50822,d003,1988-09-30,9999-01-01
50837,d003,1995-02-19,1996-12-18
50863,d003,1998-05-29,9999-01-01
50885,d003,1985-10-21,9999-01-01
50890,d003,1986-08-07,9999-01-01
50918,d003,1990-02-25,1997-01-07
50966,d003,1985-10-30,9999-01-01
50967,d003,1990-04-20,9999-01-01
50971,d003,1996-03-27,9999-01-01
50973,d003,1988-09-11,9999-01-01
50974,d003,1988-10-11,9999-01-01
50975,d003,1989-08-17,9999-01-01
51003,d003,1986-09-25,9999-01-01
51017,d003,1985-08-24,9999-01-01
51040,d003,1985-09-01,9999-01-01
51049,d003,1986-12-15,1987-02-27
51124,d003,1999-02-17,9999-01-01
51132,d003,1990-04-04,9999-01-01
51137,d003,1989-12-31,2000-07-03
51139,d003,1991-09-02,1998-10-21
51151,d003,1987-03-18,1990-03-08
51189,d003,1989-10-26,1995-08-10
51225,d003,1987-05-20,2001-01-26
51276,d003,1999-02-12,9999-01-01
51300,d003,2000-12-19,9999-01-01
51306,d003,1997-02-11,9999-01-01
51309,d003,1998-05-15,9999-01-01
51317,d003,1986-07-12,9999-01-01
51325,d003,1998-03-24,9999-01-01
51367,d003,1998-05-03,9999-01-01
51379,d003,1987-12-30,9999-01-01
51403,d003,1997-02-16,2000-09-21
51435,d003,1996-10-18,9999-01-01
51439,d003,1995-05-14,1998-03-16
51480,d003,1991-03-19,9999-01-01
51494,d003,1997-01-15,9999-01-01
51544,d003,1987-06-29,9999-01-01
51557,d003,1989-02-12,1993-01-01
51563,d003,1998-06-08,9999-01-01
51584,d003,1991-08-17,9999-01-01
51596,d003,1996-06-24,1997-05-03
51597,d003,1986-07-06,9999-01-01
51607,d003,1989-03-22,9999-01-01
51638,d003,1995-07-05,9999-01-01
51660,d003,1988-02-04,1992-09-05
51673,d003,1991-11-02,9999-01-01
51681,d003,1985-06-14,9999-01-01
51699,d003,1988-05-08,9999-01-01
51714,d003,1994-10-23,9999-01-01
51735,d003,1993-08-01,1994-03-27
51802,d003,1993-07-07,9999-01-01
51837,d003,1995-08-26,1998-03-24
51859,d003,1996-08-13,9999-01-01
51893,d003,1991-08-18,1997-10-10
51933,d003,1999-07-09,9999-01-01
51997,d003,1992-08-13,9999-01-01
52016,d003,1995-08-24,2001-06-14
52028,d003,1992-03-04,9999-01-01
52046,d003,1992-06-22,9999-01-01
52062,d003,1988-07-03,1996-05-25
52080,d003,1993-09-26,9999-01-01
52091,d003,1995-05-22,9999-01-01
52092,d003,1985-08-17,1998-03-04
52119,d003,1985-05-14,9999-01-01
52135,d003,1989-03-09,9999-01-01
52157,d003,1996-03-31,9999-01-01
52172,d003,1991-06-06,9999-01-01
52174,d003,1997-05-28,9999-01-01
52179,d003,1985-07-22,9999-01-01
52181,d003,1985-05-04,9999-01-01
52186,d003,2001-01-29,9999-01-01
52187,d003,1985-10-23,9999-01-01
52210,d003,1988-02-12,9999-01-01
52261,d003,1995-08-26,9999-01-01
52269,d003,1986-01-23,9999-01-01
52328,d003,1988-07-10,9999-01-01
52333,d003,1985-08-29,9999-01-01
52336,d003,1989-09-29,9999-01-01
52338,d003,1988-09-06,9999-01-01
52340,d003,1992-05-07,1994-06-26
52341,d003,1987-11-30,9999-01-01
52373,d003,1988-10-02,9999-01-01
52378,d003,1992-10-24,9999-01-01
52388,d003,1996-02-05,1999-03-14
52397,d003,1988-02-28,9999-01-01
52401,d003,1991-08-04,1992-10-11
52412,d003,1987-07-19,9999-01-01
52428,d003,1989-04-07,9999-01-01
52430,d003,1994-09-05,1998-11-20
52431,d003,1992-02-13,9999-01-01
52432,d003,1987-11-08,9999-01-01
52443,d003,1996-06-13,9999-01-01
52450,d003,1998-03-31,1999-04-12
52453,d003,1994-08-21,9999-01-01
52485,d003,1989-03-18,9999-01-01
52504,d003,1994-05-30,1994-12-28
52519,d003,2001-11-19,9999-01-01
52531,d003,1989-02-26,9999-01-01
52598,d003,1994-11-15,9999-01-01
52603,d003,1991-04-03,9999-01-01
52607,d003,1997-03-15,9999-01-01
52609,d003,1994-05-05,2001-01-24
52621,d003,1994-08-09,9999-01-01
52629,d003,1992-03-24,9999-01-01
52634,d003,1995-08-18,9999-01-01
52645,d003,1989-05-27,9999-01-01
52687,d003,1998-08-31,9999-01-01
52697,d003,1994-05-06,9999-01-01
52701,d003,1989-12-13,9999-01-01
52736,d003,1997-04-15,9999-01-01
52745,d003,1991-08-13,9999-01-01
52751,d003,1994-12-15,9999-01-01
52759,d003,1992-02-22,9999-01-01
52766,d003,1999-05-18,9999-01-01
52781,d003,1996-12-17,9999-01-01
52842,d003,1985-04-26,9999-01-01
52847,d003,1999-03-06,9999-01-01
52860,d003,1994-04-12,9999-01-01
52875,d003,1997-07-19,9999-01-01
52907,d003,1995-05-23,9999-01-01
52912,d003,1996-08-06,2002-02-23
52922,d003,1990-09-10,9999-01-01
52995,d003,1999-05-14,9999-01-01
53031,d003,1985-02-03,9999-01-01
53069,d003,1998-06-19,9999-01-01
53081,d003,1989-04-17,9999-01-01
53086,d003,1989-07-26,9999-01-01
53106,d003,1988-07-21,2001-04-28
53107,d003,1988-11-01,9999-01-01
53108,d003,1988-03-27,9999-01-01
53125,d003,1993-12-05,1999-06-22
53126,d003,1993-10-13,9999-01-01
53136,d003,1996-09-16,9999-01-01
53155,d003,1992-08-20,9999-01-01
53184,d003,1986-09-21,9999-01-01
53272,d003,1999-12-26,2000-09-06
53277,d003,1996-02-27,9999-01-01
53281,d003,1999-11-07,9999-01-01
53288,d003,1997-09-11,9999-01-01
53301,d003,1998-08-03,9999-01-01
53319,d003,1988-04-09,9999-01-01
53347,d003,1994-10-07,9999-01-01
53371,d003,1993-11-16,9999-01-01
53379,d003,1993-02-09,9999-01-01
53382,d003,1992-05-05,9999-01-01
53398,d003,1987-07-11,9999-01-01
53461,d003,1995-04-02,1995-06-26
53470,d003,1991-04-18,1999-06-12
53483,d003,1994-05-10,9999-01-01
53524,d003,1989-04-29,1997-05-02
53577,d003,1995-12-05,9999-01-01
53613,d003,1994-03-22,9999-01-01
53645,d003,1988-08-05,9999-01-01
53666,d003,1985-05-26,9999-01-01
53676,d003,1997-05-27,9999-01-01
53727,d003,1993-01-14,9999-01-01
53753,d003,1994-09-22,9999-01-01
53754,d003,1997-04-22,1998-10-02
53765,d003,1997-01-29,9999-01-01
53784,d003,1987-11-11,9999-01-01
53793,d003,1992-05-05,9999-01-01
53800,d003,1994-09-16,1996-11-06
53806,d003,1999-03-25,9999-01-01
53808,d003,1992-12-26,9999-01-01
53809,d003,1988-10-22,9999-01-01
53819,d003,1995-07-06,1998-01-07
53821,d003,1985-06-05,9999-01-01
53853,d003,1999-03-27,9999-01-01
53891,d003,1989-03-13,1992-03-29
53896,d003,1989-07-14,9999-01-01
53902,d003,1991-12-25,9999-01-01
53916,d003,2000-01-08,9999-01-01
53930,d003,1985-09-03,1992-05-29
53934,d003,1995-02-23,9999-01-01
53942,d003,1986-09-11,9999-01-01
53970,d003,1998-05-08,9999-01-01
53976,d003,1989-06-11,1993-08-23
54005,d003,1995-06-20,9999-01-01
54013,d003,1994-07-21,9999-01-01
54031,d003,1991-06-06,9999-01-01
54077,d003,1994-10-20,9999-01-01
54100,d003,1998-07-04,9999-01-01
54167,d003,1993-01-11,9999-01-01
54168,d003,1989-09-10,9999-01-01
54248,d003,1985-11-27,1995-07-17
54276,d003,1998-07-27,2001-11-12
54314,d003,1989-02-19,9999-01-01
54326,d003,1999-08-06,9999-01-01
54340,d003,1989-07-31,9999-01-01
54356,d003,1995-08-02,9999-01-01
54378,d003,1989-12-10,9999-01-01
54388,d003,1996-04-17,9999-01-01
54415,d003,1991-08-25,9999-01-01
54496,d003,1992-01-28,1995-05-23
54511,d003,1999-02-06,9999-01-01
54516,d003,1986-06-10,9999-01-01
54540,d003,1999-09-08,2000-04-10
54574,d003,1986-12-24,9999-01-01
54610,d003,1992-03-27,1994-11-22
54615,d003,1994-03-15,9999-01-01
54630,d003,1994-01-19,9999-01-01
54647,d003,1991-05-31,9999-01-01
54651,d003,1986-04-14,2001-04-29
54652,d003,1987-03-20,9999-01-01
54671,d003,1999-05-27,9999-01-01
54709,d003,1985-10-30,9999-01-01
54730,d003,1998-01-07,9999-01-01
54764,d003,1988-09-22,9999-01-01
54803,d003,1988-02-02,9999-01-01
54827,d003,1998-10-16,9999-01-01
54829,d003,1995-12-03,1998-03-13
54839,d003,1996-08-08,9999-01-01
54845,d003,1999-08-05,2002-04-27
54866,d003,1997-05-21,9999-01-01
54902,d003,1990-09-17,9999-01-01
54913,d003,1989-09-02,9999-01-01
54914,d003,2000-11-16,9999-01-01
54935,d003,1992-02-08,9999-01-01
54956,d003,1985-03-28,9999-01-01
54996,d003,1990-05-20,9999-01-01
55003,d003,1987-11-04,9999-01-01
55016,d003,1986-08-03,9999-01-01
55029,d003,1993-09-17,9999-01-01
55033,d003,1987-05-09,9999-01-01
55053,d003,1998-11-12,9999-01-01
55083,d003,1988-11-10,9999-01-01
55089,d003,1996-01-22,9999-01-01
55123,d003,1986-03-05,9999-01-01
55129,d003,1988-06-12,9999-01-01
55135,d003,1988-02-26,9999-01-01
55136,d003,1997-07-01,9999-01-01
55140,d003,1992-11-05,9999-01-01
55141,d003,1987-09-29,1989-07-15
55160,d003,1995-08-31,9999-01-01
55167,d003,1994-01-22,9999-01-01
55197,d003,1998-08-25,9999-01-01
55204,d003,1992-07-05,9999-01-01
55223,d003,1993-06-05,1997-12-07
55244,d003,1992-01-16,9999-01-01
55329,d003,1990-11-07,2002-05-02
55343,d003,1991-07-27,9999-01-01
55345,d003,1985-07-10,9999-01-01
55350,d003,1991-11-04,1992-10-04
55377,d003,1989-12-18,1999-11-15
55409,d003,1985-06-03,9999-01-01
55417,d003,1987-02-15,9999-01-01
55444,d003,1985-09-03,9999-01-01
55452,d003,1993-05-15,1998-03-07
55467,d003,1988-08-19,9999-01-01
55477,d003,1991-04-17,9999-01-01
55492,d003,1994-01-24,9999-01-01
55514,d003,1993-09-12,9999-01-01
55521,d003,1999-02-15,9999-01-01
55538,d003,1985-05-27,9999-01-01
55587,d003,1988-02-20,9999-01-01
55593,d003,1985-12-20,1986-11-14
55648,d003,1995-04-20,9999-01-01
55653,d003,1992-01-14,9999-01-01
55663,d003,1994-05-15,9999-01-01
55702,d003,1986-09-21,9999-01-01
55728,d003,1988-08-20,9999-01-01
55731,d003,1985-10-11,1998-01-06
55818,d003,1994-06-21,9999-01-01
55880,d003,1985-11-14,9999-01-01
55900,d003,1998-05-09,1998-09-02
55912,d003,1995-05-07,9999-01-01
55943,d003,1993-09-02,9999-01-01
55957,d003,1995-03-08,1998-05-11
55983,d003,1993-08-09,9999-01-01
55990,d003,1993-07-15,9999-01-01
56002,d003,1994-04-02,9999-01-01
56016,d003,1993-03-26,1996-01-17
56019,d003,1990-01-15,9999-01-01
56029,d003,1990-07-07,2001-11-20
56031,d003,2000-01-26,9999-01-01
56042,d003,1987-09-29,9999-01-01
56129,d003,1987-08-10,9999-01-01
56144,d003,1994-03-28,2000-01-28
56160,d003,1993-02-06,9999-01-01
56190,d003,1999-12-21,9999-01-01
56279,d003,1994-10-29,9999-01-01
56281,d003,1986-01-16,9999-01-01
56302,d003,1995-06-17,1998-09-07
56315,d003,1991-06-13,9999-01-01
56334,d003,1988-06-02,1998-04-21
56395,d003,1995-02-10,1996-07-29
56399,d003,1989-04-14,9999-01-01
56456,d003,1997-07-10,9999-01-01
56459,d003,1999-02-15,9999-01-01
56465,d003,1992-05-24,1992-08-22
56499,d003,1985-11-04,9999-01-01
56550,d003,1996-05-11,1997-11-17
56557,d003,1989-01-18,2001-07-19
56558,d003,1988-08-01,9999-01-01
56572,d003,1986-01-18,9999-01-01
56584,d003,1989-08-22,9999-01-01
56597,d003,1997-03-23,9999-01-01
56643,d003,1987-03-01,9999-01-01
56666,d003,1990-05-11,9999-01-01
56670,d003,1989-12-12,9999-01-01
56677,d003,1995-10-30,9999-01-01
56733,d003,1987-12-25,9999-01-01
56757,d003,1997-12-12,9999-01-01
56759,d003,1997-02-11,9999-01-01
56775,d003,1993-09-19,9999-01-01
56798,d003,1998-11-07,9999-01-01
56807,d003,1987-09-23,1995-12-11
56808,d003,2001-05-20,9999-01-01
56814,d003,1997-07-09,9999-01-01
56859,d003,1991-02-20,9999-01-01
56991,d003,1990-11-17,9999-01-01
56997,d003,1997-08-23,9999-01-01
57020,d003,1999-07-15,9999-01-01
57029,d003,1993-08-18,9999-01-01
57055,d003,1993-07-20,9999-01-01
57067,d003,1991-08-31,9999-01-01
57074,d003,1998-10-22,9999-01-01
57119,d003,1989-01-20,9999-01-01
57132,d003,1987-07-10,9999-01-01
57169,d003,1987-04-16,9999-01-01
57190,d003,1994-04-16,9999-01-01
57209,d003,1996-12-18,9999-01-01
57214,d003,1995-04-20,9999-01-01
57222,d003,1985-06-04,9999-01-01
57240,d003,1994-10-16,9999-01-01
57245,d003,1987-09-20,9999-01-01
57252,d003,1999-01-25,9999-01-01
57255,d003,1993-08-17,9999-01-01
57269,d003,1985-06-28,9999-01-01
57273,d003,1991-04-03,2000-08-07
57276,d003,1992-12-10,9999-01-01
57375,d003,1993-12-26,9999-01-01
57408,d003,1985-06-08,1997-04-04
57423,d003,1999-11-23,9999-01-01
57456,d003,1993-04-23,9999-01-01
57475,d003,1986-03-06,9999-01-01
57487,d003,1987-10-12,9999-01-01
57559,d003,1989-10-13,1990-02-10
57584,d003,2000-01-29,9999-01-01
57632,d003,1989-10-06,1994-09-21
57651,d003,1992-12-05,9999-01-01
57656,d003,2001-07-30,9999-01-01
